Metric,LS-NDWI,LS-MNDWI,LS-AWEIsh
RMSE,1174.7930286570452,843.6938640319701,952.9701245509481
R_squared,0.629092950252104,0.8723659652772258,0.8326612555349103
MAE,598.5744288247955,429.4279781318209,481.79158559452725
PBIAS,26.915352045727552,18.31435745684231,21.232900484756076
