Date,Elev
2018-02-17,495.11
2018-02-18,495.2
2018-02-19,495.26
2018-02-20,495.36
2018-02-21,497.13
2018-02-22,503.52
2018-02-23,507.16
2018-02-24,509.73
2018-02-25,518.21
2018-02-26,523.48
2018-02-27,524.13
2018-02-28,524.06
2018-03-01,523.87
2018-03-02,523.15
2018-03-03,522.14
2018-03-04,521.01
2018-03-05,519.87
2018-03-06,518.69
2018-03-07,517.44
2018-03-08,516.09
2018-03-09,514.65
2018-03-10,513.11
2018-03-11,511.5
2018-03-12,509.78
2018-03-13,507.84
2018-03-14,505.79
2018-03-15,503.66
2018-03-16,501.76
2018-03-17,500.2
2018-03-18,498.65
2018-03-19,497.05
2018-03-20,495.67
2018-03-21,494.91
2018-03-22,494.67
2018-03-23,494.73
2018-03-24,494.82
2018-03-25,494.88
2018-03-26,494.92
2018-03-27,495.02
2018-03-28,497.35
2018-03-29,503.85
2018-03-30,512.65
2018-03-31,516.08
2018-04-01,516.76
2018-04-02,517.14
2018-04-03,517.47
2018-04-04,517.73
2018-04-05,517.63
2018-04-06,517.04
2018-04-07,516.05
2018-04-08,514.8
2018-04-09,513.42
2018-04-10,511.9
2018-04-11,510.16
2018-04-12,508.28
2018-04-13,506.23
2018-04-14,505.27
2018-04-15,509.64
2018-04-16,511.38
2018-04-17,511.67
2018-04-18,511.05
2018-04-19,509.96
2018-04-20,508.58
2018-04-21,506.94
2018-04-22,505.13
2018-04-23,503.5
2018-04-24,502.92
2018-04-25,502.75
2018-04-26,502.34
2018-04-27,501.73
2018-04-28,501.11
2018-04-29,500.39
2018-04-30,499.56
2018-05-01,498.95
2018-05-02,498.86
2018-05-03,499.08
2018-05-04,502.88
2018-05-05,506.78
2018-05-06,507.48
2018-05-07,507.39
2018-05-08,506.54
2018-05-09,505.25
2018-05-10,503.76
2018-05-11,502.07
2018-05-12,500.55
2018-05-13,499.22
2018-05-14,498.53
2018-05-15,499.04
2018-05-16,499.5
2018-05-17,499.79
2018-05-18,499.87
2018-05-19,499.99
2018-05-20,500.19
2018-05-21,500.82
2018-05-22,501.09
2018-05-23,500.7
2018-05-24,499.6
2018-05-25,498.99
2018-05-26,499.38
2018-05-27,499.67
2018-05-28,499.72
2018-05-29,499.51
2018-05-30,499.21
2018-05-31,499.07
2018-06-01,499.08
2018-06-02,499.12
2018-06-03,499.2
2018-06-04,499.21
2018-06-05,499.13
2018-06-06,498.99
2018-06-07,498.92
2018-06-08,498.89
2018-06-09,498.86
2018-06-10,498.86
2018-06-11,498.91
2018-06-12,498.97
2018-06-13,498.95
2018-06-14,498.77
2018-06-15,498.5
2018-06-16,498.45
2018-06-17,498.52
2018-06-18,498.58
2018-06-19,498.52
2018-06-20,498.38
2018-06-21,498.24
2018-06-22,498.23
2018-06-23,498.25
2018-06-24,498.29
2018-06-25,498.33
2018-06-26,498.36
2018-06-27,498.52
2018-06-28,498.71
2018-06-29,498.92
2018-06-30,498.99
2018-07-01,499.0
2018-07-02,499.02
2018-07-03,498.85
2018-07-04,498.59
2018-07-05,498.31
2018-07-06,498.21
2018-07-07,498.19
2018-07-08,498.16
2018-07-09,498.14
2018-07-10,498.14
2018-07-11,498.12
2018-07-12,498.09
2018-07-13,498.06
2018-07-14,498.01
2018-07-15,498.0
2018-07-16,498.01
2018-07-17,497.99
2018-07-18,497.96
2018-07-19,497.93
2018-07-20,497.91
2018-07-21,497.88
2018-07-22,497.84
2018-07-23,497.8
2018-07-24,497.75
2018-07-25,497.69
2018-07-26,497.64
2018-07-27,497.61
2018-07-28,497.58
2018-07-29,497.55
2018-07-30,497.56
2018-07-31,497.58
2018-08-01,497.61
2018-08-02,497.62
2018-08-03,497.63
2018-08-04,497.63
2018-08-05,497.62
2018-08-06,497.6
2018-08-07,497.57
2018-08-08,497.55
2018-08-09,497.54
2018-08-10,497.54
2018-08-11,497.53
2018-08-12,497.53
2018-08-13,497.51
2018-08-14,497.49
2018-08-15,497.56
2018-08-16,497.79
2018-08-17,497.94
2018-08-18,497.91
2018-08-19,497.77
2018-08-20,497.64
2018-08-21,497.62
2018-08-22,497.48
2018-08-23,497.32
2018-08-24,497.31
2018-08-25,497.41
2018-08-26,497.53
2018-08-27,497.66
2018-08-28,497.76
2018-08-29,497.76
2018-08-30,497.76
2018-08-31,497.74
2018-09-01,497.67
2018-09-02,497.55
2018-09-03,497.4
2018-09-04,497.23
2018-09-05,497.07
2018-09-06,497.04
2018-09-07,497.16
2018-09-08,497.33
2018-09-09,498.11
2018-09-10,499.01
2018-09-11,499.17
2018-09-12,499.1
2018-09-13,498.8
2018-09-14,498.39
2018-09-15,497.93
2018-09-16,497.43
2018-09-17,496.91
2018-09-18,496.66
2018-09-19,496.54
2018-09-20,496.46
2018-09-21,496.39
2018-09-22,496.35
2018-09-23,496.37
2018-09-24,496.32
2018-09-25,496.16
2018-09-26,495.98
2018-09-27,495.79
2018-09-28,495.64
2018-09-29,495.51
2018-09-30,495.37
2018-10-01,495.23
2018-10-02,495.09
2018-10-03,494.95
2018-10-04,494.79
2018-10-05,494.66
2018-10-06,494.59
2018-10-07,494.54
2018-10-08,494.49
2018-10-09,494.44
2018-10-10,494.44
2018-10-11,494.48
2018-10-12,494.51
2018-10-13,494.56
2018-10-14,494.65
2018-10-15,494.74
2018-10-16,494.66
2018-10-17,494.52
2018-10-18,494.53
2018-10-19,494.6
2018-10-20,494.75
2018-10-21,494.86
2018-10-22,494.92
2018-10-23,494.82
2018-10-24,494.66
2018-10-25,494.5
2018-10-26,494.48
2018-10-27,494.51
2018-10-28,494.56
2018-10-29,494.61
2018-10-30,494.61
2018-10-31,494.65
2018-11-01,494.82
2018-11-02,494.9
2018-11-03,495.44
2018-11-04,496.04
2018-11-05,496.41
2018-11-06,496.32
2018-11-07,496.15
2018-11-08,495.38
2018-11-09,494.63
2018-11-10,494.66
2018-11-11,494.9
2018-11-12,495.1
2018-11-13,495.2
2018-11-14,495.03
2018-11-15,494.73
2018-11-16,494.44
2018-11-17,494.35
2018-11-18,494.33
2018-11-19,494.31
2018-11-20,494.29
2018-11-21,494.32
2018-11-22,494.4
2018-11-23,494.51
2018-11-24,494.6
2018-11-25,494.65
2018-11-26,494.7
2018-11-27,494.65
2018-11-28,494.57
2018-11-29,494.5
2018-11-30,494.5
2018-12-01,494.63
2018-12-02,494.89
2018-12-03,495.48
2018-12-04,495.71
2018-12-05,495.59
2018-12-06,495.27
2018-12-07,494.89
2018-12-08,494.67
2018-12-09,494.58
2018-12-10,494.47
2018-12-11,494.41
2018-12-12,494.4
2018-12-13,494.41
2018-12-14,494.49
2018-12-15,495.12
2018-12-16,499.24
2018-12-17,501.68
2018-12-18,501.0
2018-12-19,499.23
2018-12-20,497.24
2018-12-21,496.07
2018-12-22,495.54
2018-12-23,494.98
2018-12-24,494.75
2018-12-25,494.73
2018-12-26,494.69
2018-12-27,494.61
2018-12-28,494.6
2018-12-29,494.77
2018-12-30,495.03
2018-12-31,495.19
2019-01-01,495.49
2019-01-02,496.25
2019-01-03,496.03
2019-01-04,495.19
2019-01-05,495.86
2019-01-06,497.54
2019-01-07,498.18
2019-01-08,497.93
2019-01-09,497.21
2019-01-10,496.22
2019-01-11,495.59
2019-01-12,495.45
2019-01-13,495.4
2019-01-14,495.38
2019-01-15,495.21
2019-01-16,494.78
2019-01-17,494.51
2019-01-18,494.48
2019-01-19,494.74
2019-01-20,495.37
2019-01-21,496.04
2019-01-22,496.36
2019-01-23,496.26
2019-01-24,499.4
2019-01-25,500.45
2019-01-26,499.88
2019-01-27,498.41
2019-01-28,496.41
2019-01-29,494.31
2019-01-30,494.44
2019-01-31,494.56
2019-02-01,494.5
2019-02-02,494.41
2019-02-03,494.28
2019-02-04,494.11
2019-02-05,494.38
2019-02-06,494.62
2019-02-07,496.8
2019-02-08,503.98
2019-02-09,507.75
2019-02-10,508.43
2019-02-11,508.91
2019-02-12,511.59
2019-02-13,513.59
2019-02-14,514.05
2019-02-15,513.96
2019-02-16,513.42
2019-02-17,512.53
2019-02-18,511.44
2019-02-19,510.19
2019-02-20,509.83
2019-02-21,512.51
2019-02-22,513.44
2019-02-23,513.52
2019-02-24,513.31
2019-02-25,512.77
2019-02-26,511.8
2019-02-27,510.53
2019-02-28,509.09
2019-03-01,507.51
2019-03-02,505.76
2019-03-03,503.85
2019-03-04,501.79
2019-03-05,499.36
2019-03-06,496.97
2019-03-07,495.38
2019-03-08,494.96
2019-03-09,494.98
2019-03-10,495.23
2019-03-11,495.72
2019-03-12,495.72
2019-03-13,495.48
2019-03-14,496.26
2019-03-15,499.51
2019-03-16,500.32
2019-03-17,500.15
2019-03-18,499.36
2019-03-19,497.65
2019-03-20,495.57
2019-03-21,494.55
2019-03-22,494.39
2019-03-23,494.5
2019-03-24,494.73
2019-03-25,494.99
2019-03-26,494.81
2019-03-27,494.43
2019-03-28,494.34
2019-03-29,494.53
2019-03-30,495.27
2019-03-31,500.65
2019-04-01,504.59
2019-04-02,505.02
2019-04-03,504.6
2019-04-04,503.64
2019-04-05,502.42
2019-04-06,501.06
2019-04-07,499.57
2019-04-08,497.91
2019-04-09,496.16
2019-04-10,494.75
2019-04-11,494.35
2019-04-12,494.34
2019-04-13,494.43
2019-04-14,495.02
2019-04-15,497.21
2019-04-16,498.16
2019-04-17,498.09
2019-04-18,497.0
2019-04-19,496.38
2019-04-20,497.67
2019-04-21,498.54
2019-04-22,498.7
2019-04-23,497.85
2019-04-24,496.4
2019-04-25,495.68
2019-04-26,500.62
2019-04-27,506.3
2019-04-28,507.15
2019-04-29,507.17
2019-04-30,506.49
2019-05-01,506.38
2019-05-02,512.04
2019-05-03,519.3
2019-05-04,523.8
2019-05-05,527.23
2019-05-06,528.03
2019-05-07,528.22
2019-05-08,528.2
2019-05-09,528.32
2019-05-10,528.8
2019-05-11,528.72
2019-05-12,528.47
2019-05-13,528.28
2019-05-14,527.81
2019-05-15,527.09
2019-05-16,526.3
2019-05-17,525.45
2019-05-18,524.5
2019-05-19,523.51
2019-05-20,522.45
2019-05-21,521.45
2019-05-22,522.91
2019-05-23,526.35
2019-05-24,527.15
2019-05-25,527.12
2019-05-26,526.74
2019-05-27,526.05
2019-05-28,525.2
2019-05-29,524.23
2019-05-30,523.3
2019-05-31,522.35
2019-06-01,521.17
2019-06-02,519.91
2019-06-03,518.58
2019-06-04,517.13
2019-06-05,515.68
2019-06-06,514.19
2019-06-07,512.62
2019-06-08,511.07
2019-06-09,509.42
2019-06-10,507.64
2019-06-11,505.6
2019-06-12,503.42
2019-06-13,501.22
2019-06-14,499.69
2019-06-15,498.96
2019-06-16,498.69
2019-06-17,498.7
2019-06-18,498.67
2019-06-19,498.61
2019-06-20,498.54
2019-06-21,498.45
2019-06-22,498.41
2019-06-23,498.4
2019-06-24,498.52
2019-06-25,498.64
2019-06-26,498.63
2019-06-27,498.55
2019-06-28,498.41
2019-06-29,498.35
2019-06-30,498.28
2019-07-01,498.19
2019-07-02,498.16
2019-07-03,498.13
2019-07-04,498.13
2019-07-05,498.14
2019-07-06,498.21
2019-07-07,498.45
2019-07-08,498.66
2019-07-09,498.4
2019-07-10,497.96
2019-07-11,497.88
2019-07-12,497.84
2019-07-13,497.82
2019-07-14,497.8
2019-07-15,498.0
2019-07-16,498.3
2019-07-17,498.39
2019-07-18,498.84
2019-07-19,499.59
2019-07-20,500.09
2019-07-21,500.25
2019-07-22,500.25
2019-07-23,500.3
2019-07-24,500.62
2019-07-25,500.92
2019-07-26,501.12
2019-07-27,501.26
2019-07-28,501.26
2019-07-29,501.07
2019-07-30,500.82
2019-07-31,500.37
2019-08-01,499.37
2019-08-02,498.27
2019-08-03,497.72
2019-08-04,497.79
2019-08-05,498.03
2019-08-06,498.07
2019-08-07,498.06
2019-08-08,498.06
2019-08-09,497.92
2019-08-10,497.72
2019-08-11,497.48
2019-08-12,497.23
2019-08-13,497.11
2019-08-14,497.08
2019-08-15,497.05
2019-08-16,497.06
2019-08-17,497.12
2019-08-18,497.19
2019-08-19,497.24
2019-08-20,497.22
2019-08-21,497.27
2019-08-22,497.29
2019-08-23,497.59
2019-08-24,498.3
2019-08-25,498.17
2019-08-26,497.93
2019-08-27,497.93
2019-08-28,498.18
2019-08-29,498.18
2019-08-30,498.06
2019-08-31,497.94
2019-09-01,497.76
2019-09-02,497.52
2019-09-03,497.29
2019-09-04,497.17
2019-09-05,497.0
2019-09-06,497.05
2019-09-07,497.11
2019-09-08,497.0
2019-09-09,496.92
2019-09-10,496.93
2019-09-11,496.91
2019-09-12,496.91
2019-09-13,496.93
2019-09-14,496.93
2019-09-15,496.92
2019-09-16,496.85
2019-09-17,496.59
2019-09-18,496.53
2019-09-19,496.42
2019-09-20,496.27
2019-09-21,496.17
2019-09-22,496.06
2019-09-23,495.96
2019-09-24,495.85
2019-09-25,495.74
2019-09-26,495.64
2019-09-27,495.54
2019-09-28,495.46
2019-09-29,495.39
2019-09-30,495.31
2019-10-01,495.22
2019-10-02,495.13
2019-10-03,495.04
2019-10-04,494.92
2019-10-05,494.79
2019-10-06,494.74
2019-10-07,494.74
2019-10-08,494.56
2019-10-09,494.4
2019-10-10,494.39
2019-10-11,494.48
2019-10-12,494.73
2019-10-13,495.05
2019-10-14,495.28
2019-10-15,495.34
2019-10-16,495.03
2019-10-17,494.61
2019-10-18,494.52
2019-10-19,494.5
2019-10-20,494.48
2019-10-21,494.46
2019-10-22,494.45
2019-10-23,494.47
2019-10-24,494.49
2019-10-25,494.44
2019-10-26,494.6
2019-10-27,494.84
2019-10-28,494.94
2019-10-29,494.8
2019-10-30,494.71
2019-10-31,494.65
2019-11-01,494.58
2019-11-02,494.66
2019-11-03,494.76
2019-11-04,494.8
2019-11-05,494.66
2019-11-06,494.51
2019-11-07,494.63
2019-11-08,494.95
2019-11-09,495.33
2019-11-10,495.66
2019-11-11,495.92
2019-11-12,495.9
2019-11-13,495.2
2019-11-14,494.54
2019-11-15,494.5
2019-11-16,494.52
2019-11-17,494.52
2019-11-18,494.51
2019-11-19,494.48
2019-11-20,494.44
2019-11-21,494.42
2019-11-22,494.64
2019-11-23,494.85
2019-11-24,494.78
2019-11-25,494.66
2019-11-26,494.57
2019-11-27,494.76
2019-11-28,495.32
2019-11-29,495.93
2019-11-30,497.44
2019-12-01,504.39
2019-12-02,507.37
2019-12-03,506.85
2019-12-04,505.61
2019-12-05,504.08
2019-12-06,502.38
2019-12-07,500.66
2019-12-08,498.78
2019-12-09,496.82
2019-12-10,495.24
2019-12-11,494.6
2019-12-12,494.53
2019-12-13,494.59
2019-12-14,495.22
2019-12-15,495.18
2019-12-16,494.88
2019-12-17,494.5
2019-12-18,494.44
2019-12-19,494.48
2019-12-20,494.49
2019-12-21,494.49
2019-12-22,494.49
2019-12-23,494.48
2019-12-24,494.46
2019-12-25,494.44
2019-12-26,494.43
2019-12-27,494.47
2019-12-28,494.51
2019-12-29,494.71
2019-12-30,495.62
2019-12-31,496.21
2020-01-01,495.85
2020-01-02,495.2
2020-01-03,494.63
2020-01-04,494.59
2020-01-05,494.47
2020-01-06,494.34
2020-01-07,494.41
2020-01-08,494.43
2020-01-09,494.4
2020-01-10,494.81
2020-01-11,502.45
2020-01-12,516.11
2020-01-13,520.24
2020-01-14,521.41
2020-01-15,521.73
2020-01-16,521.36
2020-01-17,520.6
2020-01-18,519.97
2020-01-19,520.25
2020-01-20,520.07
2020-01-21,519.39
2020-01-22,518.48
2020-01-23,517.47
2020-01-24,516.38
2020-01-25,515.22
2020-01-26,514.01
2020-01-27,512.71
2020-01-28,511.28
2020-01-29,509.77
2020-01-30,508.11
2020-01-31,506.35
2020-02-01,504.41
2020-02-02,502.33
2020-02-03,500.11
2020-02-04,497.95
2020-02-05,496.78
2020-02-06,496.91
2020-02-07,497.33
2020-02-08,497.01
2020-02-09,496.37
2020-02-10,495.89
2020-02-11,496.82
2020-02-12,497.23
2020-02-13,498.81
2020-02-14,500.5
2020-02-15,500.07
2020-02-16,499.01
2020-02-17,497.62
2020-02-18,496.06
2020-02-19,494.58
2020-02-20,494.33
2020-02-21,494.34
2020-02-22,494.51
2020-02-23,494.61
2020-02-24,494.74
2020-02-25,494.81
2020-02-26,494.73
2020-02-27,494.52
2020-02-28,494.64
2020-02-29,494.67
2020-03-01,494.58
2020-03-02,494.54
2020-03-03,495.16
2020-03-04,495.79
2020-03-05,496.2
2020-03-06,496.04
2020-03-07,495.69
2020-03-08,495.2
2020-03-09,494.66
2020-03-10,494.46
2020-03-11,494.47
2020-03-12,494.87
2020-03-13,495.98
2020-03-14,497.88
2020-03-15,501.17
2020-03-16,504.01
2020-03-17,504.48
2020-03-18,504.47
2020-03-19,505.39
2020-03-20,513.73
2020-03-21,520.48
2020-03-22,521.83
2020-03-23,522.28
2020-03-24,522.25
2020-03-25,522.95
2020-03-26,523.58
2020-03-27,523.72
2020-03-28,523.4
2020-03-29,523.01
2020-03-30,522.45
2020-03-31,521.88
2020-04-01,521.13
2020-04-02,520.22
2020-04-03,519.23
2020-04-04,518.13
2020-04-05,516.92
2020-04-06,515.64
2020-04-07,514.26
2020-04-08,512.81
2020-04-09,511.23
2020-04-10,509.55
2020-04-11,507.77
2020-04-12,505.95
2020-04-13,504.02
2020-04-14,501.76
2020-04-15,499.37
2020-04-16,496.96
2020-04-17,495.54
2020-04-18,495.38
2020-04-19,495.27
2020-04-20,495.1
2020-04-21,494.75
2020-04-22,494.58
2020-04-23,494.65
2020-04-24,494.81
2020-04-25,495.27
2020-04-26,496.17
2020-04-27,497.43
2020-04-28,497.53
2020-04-29,498.03
2020-04-30,499.57
2020-05-01,500.07
2020-05-02,499.94
2020-05-03,499.85
2020-05-04,499.71
2020-05-05,500.02
2020-05-06,500.32
2020-05-07,499.63
2020-05-08,499.04
2020-05-09,498.99
2020-05-10,499.12
2020-05-11,499.1
2020-05-12,498.76
2020-05-13,498.54
2020-05-14,498.64
2020-05-15,499.29
2020-05-16,500.61
2020-05-17,502.6
2020-05-18,507.86
2020-05-19,510.63
2020-05-20,511.02
2020-05-21,510.62
2020-05-22,509.8
2020-05-23,508.61
2020-05-24,507.24
2020-05-25,506.09
2020-05-26,505.32
2020-05-27,505.39
2020-05-28,508.83
2020-05-29,510.53
2020-05-30,510.94
2020-05-31,510.45
2020-06-01,509.52
2020-06-02,508.26
2020-06-03,506.78
2020-06-04,505.46
2020-06-05,504.24
2020-06-06,502.53
2020-06-07,500.58
2020-06-08,498.79
2020-06-09,498.59
2020-06-10,498.81
2020-06-11,498.72
2020-06-12,498.53
2020-06-13,498.39
2020-06-14,498.37
2020-06-15,498.31
2020-06-16,498.31
2020-06-17,498.32
2020-06-18,498.28
2020-06-19,498.22
2020-06-20,498.2
2020-06-21,498.21
2020-06-22,498.16
2020-06-23,498.11
2020-06-24,498.08
2020-06-25,498.1
2020-06-26,498.1
2020-06-27,498.06
2020-06-28,498.02
2020-06-29,497.98
2020-06-30,497.99
2020-07-01,498.01
2020-07-02,498.02
2020-07-03,498.03
2020-07-04,498.1
2020-07-05,498.16
2020-07-06,498.17
2020-07-07,498.06
2020-07-08,497.94
2020-07-09,497.81
2020-07-10,497.72
2020-07-11,497.71
2020-07-12,497.7
2020-07-13,497.67
2020-07-14,497.67
2020-07-15,497.66
2020-07-16,497.66
2020-07-17,497.69
2020-07-18,497.83
2020-07-19,497.96
2020-07-20,498.03
2020-07-21,498.0
2020-07-22,497.95
2020-07-23,497.85
2020-07-24,497.72
2020-07-25,497.7
2020-07-26,497.69
2020-07-27,497.64
2020-07-28,497.64
2020-07-29,497.56
2020-07-30,497.6
2020-07-31,497.75
2020-08-01,499.69
2020-08-02,501.04
2020-08-03,501.72
2020-08-04,501.68
2020-08-05,501.27
2020-08-06,500.54
2020-08-07,499.71
2020-08-08,498.97
2020-08-09,498.23
2020-08-10,497.6
2020-08-11,497.4
2020-08-12,497.4
2020-08-13,497.33
2020-08-14,497.28
2020-08-15,497.34
2020-08-16,497.38
2020-08-17,497.37
2020-08-18,497.3
2020-08-19,497.33
2020-08-20,497.35
2020-08-21,497.36
2020-08-22,497.37
2020-08-23,497.37
2020-08-24,497.36
2020-08-25,497.35
2020-08-26,497.31
2020-08-27,497.29
2020-08-28,497.36
2020-08-29,497.28
2020-08-30,497.17
2020-08-31,497.14
2020-09-01,497.41
2020-09-02,497.59
2020-09-03,497.53
2020-09-04,497.17
2020-09-05,497.11
2020-09-06,497.16
2020-09-07,497.2
2020-09-08,497.21
2020-09-09,497.17
2020-09-10,497.15
2020-09-11,497.12
2020-09-12,497.08
2020-09-13,497.04
2020-09-14,496.95
2020-09-15,496.88
2020-09-16,496.79
2020-09-17,496.66
2020-09-18,496.53
2020-09-19,496.47
2020-09-20,496.4
2020-09-21,496.31
2020-09-22,496.15
2020-09-23,495.99
2020-09-24,495.85
2020-09-25,495.68
2020-09-26,495.42
2020-09-27,495.17
2020-09-28,495.12
2020-09-29,495.27
2020-09-30,495.18
2020-10-01,495.07
2020-10-02,494.92
2020-10-03,494.76
2020-10-04,494.62
2020-10-05,494.56
2020-10-06,494.6
2020-10-07,494.6
2020-10-08,494.59
2020-10-09,494.54
2020-10-10,494.5
2020-10-11,494.46
2020-10-12,494.42
2020-10-13,494.36
2020-10-14,494.34
2020-10-15,494.32
2020-10-16,494.32
2020-10-17,494.35
2020-10-18,494.42
2020-10-19,494.65
2020-10-20,494.89
2020-10-21,494.84
2020-10-22,494.73
2020-10-23,494.64
2020-10-24,494.54
2020-10-25,494.44
2020-10-26,494.38
2020-10-27,494.71
2020-10-28,494.92
2020-10-29,496.0
2020-10-30,497.47
2020-10-31,498.17
2020-11-01,498.36
2020-11-02,498.14
2020-11-03,497.45
2020-11-04,496.62
2020-11-05,495.7
2020-11-06,494.96
2020-11-07,494.86
2020-11-08,494.77
2020-11-09,494.64
2020-11-10,494.53
2020-11-11,494.53
2020-11-12,494.51
2020-11-13,494.5
2020-11-14,494.57
2020-11-15,495.05
2020-11-16,496.37
2020-11-17,496.53
2020-11-18,496.19
2020-11-19,495.64
2020-11-20,495.13
2020-11-21,495.08
2020-11-22,495.49
2020-11-23,499.16
2020-11-24,499.63
2020-11-25,499.44
2020-11-26,500.18
2020-11-27,500.0
2020-11-28,499.06
2020-11-29,497.69
2020-11-30,496.14
2020-12-01,494.94
2020-12-02,494.52
2020-12-03,494.53
2020-12-04,494.55
2020-12-05,494.71
2020-12-06,494.82
2020-12-07,494.85
2020-12-08,494.69
2020-12-09,494.51
2020-12-10,494.43
2020-12-11,494.53
2020-12-12,494.74
2020-12-13,494.99
2020-12-14,495.17
2020-12-15,494.83
2020-12-16,494.54
2020-12-17,494.49
2020-12-18,494.45
2020-12-19,494.5
2020-12-20,494.56
2020-12-21,494.54
2020-12-22,494.41
2020-12-23,494.44
2020-12-24,494.49
2020-12-25,494.48
2020-12-26,494.47
2020-12-27,494.43
2020-12-28,494.39
2020-12-29,494.39
2020-12-30,494.46
2020-12-31,494.53
2021-01-01,494.72
2021-01-02,495.47
2021-01-03,496.83
2021-01-04,497.63
2021-01-05,496.98
2021-01-06,495.99
2021-01-07,494.98
2021-01-08,494.37
2021-01-09,494.36
2021-01-10,494.31
2021-01-11,494.25
2021-01-12,494.3
2021-01-13,494.33
2021-01-14,494.42
2021-01-15,494.49
2021-01-16,494.61
2021-01-17,494.73
2021-01-18,494.83
2021-01-19,494.83
2021-01-20,494.63
2021-01-21,494.48
2021-01-22,494.51
2021-01-23,494.54
2021-01-24,494.61
2021-01-25,494.85
2021-01-26,495.89
2021-01-27,497.11
2021-01-28,496.56
2021-01-29,495.52
2021-01-30,495.27
2021-01-31,495.83
2021-02-01,497.15
2021-02-02,497.13
2021-02-03,495.97
2021-02-04,494.88
2021-02-05,494.46
2021-02-06,494.49
2021-02-07,494.46
2021-02-08,494.39
2021-02-09,494.51
2021-02-10,494.56
2021-02-11,494.55
2021-02-12,494.5
2021-02-13,494.56
2021-02-14,494.58
2021-02-15,494.56
2021-02-16,494.55
2021-02-17,494.95
2021-02-18,495.2
2021-02-19,495.1
2021-02-20,494.88
2021-02-21,494.63
2021-02-22,494.45
2021-02-23,494.46
2021-02-24,494.6
2021-02-25,495.11
2021-02-26,495.28
2021-02-27,495.47
2021-02-28,496.27
2021-03-01,499.21
2021-03-02,500.72
2021-03-03,500.31
2021-03-04,499.11
2021-03-05,497.39
2021-03-06,496.5
2021-03-07,495.72
2021-03-08,494.88
2021-03-09,494.39
2021-03-10,494.38
2021-03-11,494.42
2021-03-12,495.4
2021-03-13,504.13
2021-03-14,514.43
2021-03-15,517.14
2021-03-16,518.02
2021-03-17,518.32
2021-03-18,520.14
2021-03-19,523.29
2021-03-20,524.37
2021-03-21,524.55
2021-03-22,524.38
2021-03-23,524.02
2021-03-24,523.73
2021-03-25,523.14
2021-03-26,523.05
2021-03-27,523.21
2021-03-28,523.06
2021-03-29,522.59
2021-03-30,521.94
2021-03-31,521.14
2021-04-01,520.19
2021-04-02,519.15
2021-04-03,517.99
2021-04-04,516.77
2021-04-05,515.48
2021-04-06,514.1
2021-04-07,512.62
2021-04-08,511.28
2021-04-09,510.32
2021-04-10,509.28
2021-04-11,508.74
2021-04-12,508.15
2021-04-13,507.02
2021-04-14,505.62
2021-04-15,504.04
2021-04-16,502.28
2021-04-17,500.37
2021-04-18,498.29
2021-04-19,496.36
2021-04-20,495.36
2021-04-21,494.86
2021-04-22,494.47
2021-04-23,494.53
2021-04-24,495.06
2021-04-25,496.35
2021-04-26,498.2
2021-04-27,498.64
2021-04-28,498.53
2021-04-29,499.0
2021-04-30,500.56
2021-05-01,500.66
2021-05-02,500.2
2021-05-03,499.49
2021-05-04,498.8
2021-05-05,500.12
2021-05-06,501.09
2021-05-07,500.75
2021-05-08,499.99
2021-05-09,499.16
2021-05-10,498.94
2021-05-11,498.78
2021-05-12,498.48
2021-05-13,498.35
2021-05-14,498.57
2021-05-15,498.7
2021-05-16,498.76
2021-05-17,498.71
2021-05-18,498.58
2021-05-19,498.88
2021-05-20,499.82
2021-05-21,499.83
2021-05-22,499.58
2021-05-23,499.07
2021-05-24,498.52
2021-05-25,498.37
2021-05-26,498.56
2021-05-27,498.47
2021-05-28,498.69
2021-05-29,498.91
2021-05-30,499.07
2021-05-31,499.18
2021-06-01,499.2
2021-06-02,498.93
2021-06-03,498.49
2021-06-04,498.5
2021-06-05,498.45
2021-06-06,498.34
2021-06-07,498.25
2021-06-08,498.3
2021-06-09,498.33
2021-06-10,498.34
2021-06-11,498.34
2021-06-12,498.32
2021-06-13,498.26
2021-06-14,498.18
2021-06-15,498.15
2021-06-16,498.12
2021-06-17,498.15
2021-06-18,498.17
2021-06-19,498.18
2021-06-20,498.17
2021-06-21,498.13
2021-06-22,498.01
2021-06-23,498.09
2021-06-24,498.19
2021-06-25,498.26
2021-06-26,498.28
2021-06-27,498.3
2021-06-28,498.31
2021-06-29,498.24
2021-06-30,498.1
2021-07-01,497.95
2021-07-02,497.98
2021-07-03,498.04
2021-07-04,498.11
2021-07-05,498.18
2021-07-06,498.18
2021-07-07,498.03
2021-07-08,497.84
2021-07-09,497.77
2021-07-10,497.85
2021-07-11,498.02
2021-07-12,498.2
2021-07-13,498.14
2021-07-14,498.01
2021-07-15,497.95
2021-07-16,497.96
2021-07-17,498.12
2021-07-18,498.33
2021-07-19,498.67
2021-07-20,498.61
2021-07-21,498.3
2021-07-22,497.89
2021-07-23,497.6
2021-07-24,497.61
2021-07-25,497.68
2021-07-26,497.77
2021-07-27,497.63
2021-07-28,497.5
2021-07-29,497.53
2021-07-30,497.58
2021-07-31,497.67
2021-08-01,497.78
2021-08-02,497.8
2021-08-03,497.62
2021-08-04,497.45
2021-08-05,497.46
2021-08-06,497.49
2021-08-07,497.55
2021-08-08,497.65
2021-08-09,497.75
2021-08-10,497.47
2021-08-11,497.24
