Date,Elev
2014-08-13,497.65
2014-08-14,497.59
2014-08-15,497.56
2014-08-16,497.58
2014-08-17,497.62
2014-08-18,497.64
2014-08-19,497.6
2014-08-20,497.53
2014-08-21,497.46
2014-08-22,497.38
2014-08-23,497.35
2014-08-24,497.34
2014-08-25,497.32
2014-08-26,497.29
2014-08-27,497.26
2014-08-28,497.22
2014-08-29,497.19
2014-08-30,497.21
2014-08-31,497.24
2014-09-01,497.23
2014-09-02,497.22
2014-09-03,497.22
2014-09-04,497.2
2014-09-05,497.19
2014-09-06,497.18
2014-09-07,497.15
2014-09-08,497.12
2014-09-09,497.08
2014-09-10,497.06
2014-09-11,497.21
2014-09-12,497.27
2014-09-13,497.27
2014-09-14,497.26
2014-09-15,497.24
2014-09-16,497.16
2014-09-17,497.08
2014-09-18,497.02
2014-09-19,496.96
2014-09-20,496.91
2014-09-21,496.85
2014-09-22,496.76
2014-09-23,496.64
2014-09-24,496.5
2014-09-25,496.36
2014-09-26,496.22
2014-09-27,496.07
2014-09-28,495.92
2014-09-29,495.78
2014-09-30,495.61
2014-10-01,495.45
2014-10-02,495.28
2014-10-03,495.25
2014-10-04,495.28
2014-10-05,495.33
2014-10-06,495.35
2014-10-07,495.16
2014-10-08,494.9
2014-10-09,494.65
2014-10-11,495.08
2014-10-12,495.43
2014-10-13,495.84
2014-10-14,496.59
2014-10-15,496.68
2014-10-16,496.02
2014-10-19,494.42
2014-10-20,494.1
2014-10-21,494.33
2014-10-22,494.64
2014-10-23,494.69
2014-10-24,494.65
2014-10-25,494.67
2014-10-26,494.71
2014-10-27,494.72
2014-10-28,494.71
2014-10-29,494.7
2014-10-30,494.63
2014-10-31,494.57
2014-11-01,494.56
2014-11-04,494.56
2014-11-05,494.68
2014-11-07,494.88
2014-11-08,494.94
2014-11-09,494.97
2014-11-10,494.97
2014-11-11,494.9
2014-11-12,494.78
2014-11-13,494.65
2014-11-14,494.58
2014-11-15,494.55
2014-11-16,494.51
2014-11-17,494.47
2014-11-18,494.41
2014-11-19,494.4
2014-11-20,494.41
2014-11-21,494.41
2014-11-22,494.45
2014-11-23,494.55
2014-11-24,494.81
2014-11-25,495.62
2014-11-26,495.77
2014-11-27,495.61
2014-11-28,495.24
2014-11-29,494.92
2014-11-30,494.57
2014-12-01,494.24
2014-12-02,494.19
2014-12-03,494.23
2014-12-04,494.26
2014-12-05,494.31
2014-12-06,495.13
2014-12-07,497.69
2014-12-08,499.02
2014-12-09,499.02
2014-12-10,498.12
2014-12-11,496.82
2014-12-12,495.48
2014-12-13,494.84
2014-12-14,494.38
2014-12-15,494.26
2014-12-16,494.51
2014-12-17,494.78
2014-12-18,494.98
2014-12-19,495.1
2014-12-20,495.08
2014-12-21,494.93
2014-12-22,494.77
2014-12-23,494.75
2014-12-24,494.81
2014-12-25,494.96
2014-12-26,495.13
2014-12-27,495.29
2014-12-28,495.46
2014-12-29,495.64
2014-12-30,495.65
2014-12-31,495.5
2015-01-01,495.34
2015-01-02,495.18
2015-01-03,495.35
2015-01-04,497.59
2015-01-05,499.68
2015-01-06,499.87
2015-01-07,499.06
2015-01-08,497.71
2015-01-09,496.24
2015-01-10,495.31
2015-01-11,494.57
2015-01-12,494.39
2015-01-13,494.58
2015-01-14,494.78
2015-01-15,494.93
2015-01-16,495.01
2015-01-17,495.01
2015-01-18,494.94
2015-01-19,494.84
2015-01-20,494.71
2015-01-21,494.56
2015-01-22,494.41
2015-01-23,494.35
2015-01-24,494.38
2015-01-25,494.43
2015-01-26,494.51
2015-01-27,494.55
2015-01-28,494.56
2015-01-29,494.56
2015-01-30,494.56
2015-01-31,494.55
2015-02-01,494.54
2015-02-02,494.57
2015-02-03,494.59
2015-02-04,494.62
2015-02-05,494.66
2015-02-06,494.7
2015-02-07,494.72
2015-02-08,494.74
2015-02-11,494.5
2015-02-12,494.47
2015-02-13,494.47
2015-02-14,494.49
2015-02-15,494.54
2015-02-16,494.6
2015-02-17,494.7
2015-02-18,494.77
2015-02-19,494.78
2015-02-20,494.73
2015-02-21,494.73
2015-02-22,494.78
2015-02-23,494.84
2015-02-24,494.88
2015-02-25,494.91
2015-02-26,494.92
2015-02-27,494.92
2015-02-28,494.91
2015-03-01,494.91
2015-03-02,494.92
2015-03-03,494.9
2015-03-04,494.92
2015-03-05,495.33
2015-03-06,496.17
2015-03-07,496.59
2015-03-08,496.94
2015-03-09,497.79
2015-03-10,498.82
2015-03-11,500.26
2015-03-12,500.83
2015-03-13,500.66
2015-03-14,503.23
2015-03-15,507.85
2015-03-16,509.52
2015-03-17,509.58
2015-03-18,508.8
2015-03-19,507.47
2015-03-24,508.02
2015-03-25,507.68
2015-03-26,508.46
2015-03-27,512.0
2015-03-28,512.69
2015-03-29,512.33
2015-03-30,511.38
2015-03-31,510.13
2015-04-01,508.68
2015-04-02,507.09
2015-04-03,505.92
2015-04-04,506.75
2015-04-05,506.78
2015-04-06,506.04
2015-04-07,504.95
2015-04-08,503.6
2015-04-09,502.11
2015-04-10,500.62
2015-04-11,499.12
2015-04-12,497.58
2015-04-13,495.94
2015-04-14,494.67
2015-04-15,494.34
2015-04-16,494.54
2015-04-17,494.77
2015-04-18,494.83
2015-04-19,494.79
2015-04-20,494.74
2015-04-21,494.69
2015-04-22,494.69
2015-04-23,494.67
2015-04-24,494.59
2015-04-25,494.84
2015-04-26,495.31
2015-04-27,495.72
2015-04-28,496.29
2015-04-29,496.84
2015-04-30,497.33
2015-05-01,497.77
2015-05-02,498.17
2015-05-03,498.54
2015-05-04,498.86
2015-05-05,498.93
2015-05-06,498.82
2015-05-07,498.65
2015-05-08,498.57
2015-05-09,498.62
2015-05-10,498.75
2015-05-11,499.29
2015-05-12,500.01
2015-05-13,500.75
2015-05-14,500.74
2015-05-15,500.2
2015-05-16,499.79
2015-05-17,499.54
2015-05-18,499.28
2015-05-19,498.95
2015-05-20,498.71
2015-05-21,498.68
2015-05-22,498.63
2015-05-23,498.56
2015-05-24,498.45
2015-05-25,498.48
2015-05-26,498.63
2015-05-27,498.73
2015-05-28,499.14
2015-05-29,499.76
2015-05-30,499.98
2015-05-31,500.92
2015-06-01,501.78
2015-06-02,501.78
2015-06-03,501.27
2015-06-04,500.51
2015-06-05,499.65
2015-06-06,499.18
2015-06-07,498.88
2015-06-08,498.5
2015-06-09,498.45
2015-06-10,498.47
2015-06-11,498.43
2015-06-12,498.35
2015-06-13,498.36
2015-06-14,498.37
2015-06-15,498.38
2015-06-16,498.32
2015-06-17,498.26
2015-06-18,498.58
2015-06-19,498.92
2015-06-20,501.43
2015-06-21,503.88
2015-06-22,504.35
2015-06-23,503.79
2015-06-24,502.31
2015-06-25,500.57
2015-06-26,499.4
2015-06-27,498.85
2015-06-28,498.44
2015-06-29,498.08
2015-06-30,497.97
2015-07-01,498.11
2015-07-02,498.36
2015-07-03,498.47
2015-07-04,498.52
2015-07-05,498.46
2015-07-06,498.31
2015-07-07,498.17
2015-07-08,498.33
2015-07-09,498.66
2015-07-10,500.43
2015-07-11,507.79
2015-07-12,510.18
2015-07-13,510.12
2015-07-14,509.22
2015-07-15,507.91
2015-07-16,506.35
2015-07-17,504.66
2015-07-18,503.15
2015-07-19,501.58
2015-07-20,499.96
2015-07-21,498.81
2015-07-22,498.14
2015-07-23,498.12
2015-07-24,498.2
2015-07-25,498.11
2015-07-26,497.9
2015-07-27,497.67
2015-07-28,497.59
2015-07-29,497.6
2015-07-30,497.6
2015-07-31,497.58
2015-08-01,497.63
2015-08-02,497.69
2015-08-03,497.73
2015-08-04,497.66
2015-08-05,497.6
2015-08-06,497.7
2015-08-07,497.7
2015-08-08,497.68
2015-08-09,497.64
2015-08-10,497.72
2015-08-11,499.54
2015-08-12,500.21
2015-08-13,499.83
2015-08-14,499.07
2015-08-15,498.36
2015-08-16,497.6
2015-08-17,496.91
2015-08-18,497.04
2015-08-19,497.4
2015-08-20,497.59
2015-08-21,497.68
2015-08-22,497.69
2015-08-23,497.66
2015-08-24,497.6
2015-08-25,497.51
2015-08-26,497.41
2015-08-27,497.31
2015-08-28,497.28
2015-08-29,497.28
2015-08-30,497.27
2015-08-31,497.29
2015-09-01,497.29
2015-09-02,497.27
2015-09-03,497.29
2015-09-04,497.31
2015-09-05,497.34
2015-09-06,497.35
2015-09-07,497.36
2015-09-08,497.36
2015-09-09,497.61
2015-09-10,497.6
2015-09-11,497.46
2015-09-12,497.32
2015-09-13,497.2
2015-09-14,497.06
2015-09-15,496.93
2015-09-16,496.82
2015-09-17,496.71
2015-09-18,496.61
2015-09-19,496.52
2015-09-20,496.44
2015-09-21,496.37
2015-09-22,496.3
2015-09-23,496.22
2015-09-24,496.13
2015-09-25,496.03
2015-09-26,495.92
2015-09-27,495.83
2015-09-28,495.74
2015-09-29,495.66
2015-09-30,495.57
2015-10-01,495.47
2015-10-02,495.33
2015-10-03,495.02
2015-10-04,494.66
2015-10-05,494.36
2015-10-06,494.39
2015-10-07,494.53
2015-10-08,494.31
2015-10-09,494.28
2015-10-10,494.24
2015-10-11,494.21
2015-10-12,494.22
2015-10-13,494.16
2015-10-14,494.19
2015-10-15,494.19
2015-10-16,494.22
2015-10-17,494.28
2015-10-18,494.27
2015-10-19,494.24
2015-10-20,494.23
2015-10-21,494.28
2015-10-22,494.32
2015-10-23,494.35
2015-10-24,494.41
2015-10-25,494.45
2015-10-26,494.47
2015-10-27,494.5
2015-10-28,494.55
2015-10-29,494.53
2015-10-30,494.51
2015-10-31,494.49
2015-11-01,494.47
2015-11-02,494.45
2015-11-03,494.42
2015-11-04,494.4
2015-11-05,494.44
2015-11-06,494.67
2015-11-07,494.68
2015-11-08,494.69
2015-11-09,494.66
2015-11-10,494.59
2015-11-11,494.6
2015-11-12,494.64
2015-11-13,494.66
2015-11-14,494.67
2015-11-15,494.68
2015-11-16,494.69
2015-11-17,495.06
2015-11-18,502.57
2015-11-19,512.18
2015-11-20,513.34
2015-11-21,512.94
2015-11-22,511.94
2015-11-23,510.61
2015-11-24,509.0
2015-11-25,507.16
2015-11-26,505.17
2015-11-27,503.17
2015-11-28,504.46
2015-11-29,509.82
2015-11-30,512.68
2015-12-01,513.73
2015-12-02,513.56
2015-12-03,512.7
2015-12-04,511.47
2015-12-05,510.0
2015-12-06,508.37
2015-12-07,506.62
2015-12-08,504.73
2015-12-09,502.74
2015-12-10,500.92
2015-12-11,499.48
2015-12-12,498.22
2015-12-13,496.95
2015-12-14,495.86
2015-12-15,495.93
2015-12-16,497.24
2015-12-17,497.82
2015-12-18,497.58
2015-12-19,496.71
2015-12-20,495.59
2015-12-21,494.48
2015-12-22,494.17
2015-12-23,494.3
2015-12-24,498.35
2015-12-25,501.32
2015-12-26,501.71
2015-12-27,503.7
2015-12-28,517.23
2015-12-29,535.83
2015-12-30,539.4
2015-12-31,540.43
2016-01-01,540.71
2016-01-02,540.61
2016-01-03,540.26
2016-01-04,539.7
2016-01-05,539.04
2016-01-06,538.33
2016-01-07,537.57
2016-01-08,536.76
2016-01-09,535.94
2016-01-10,535.07
2016-01-11,534.16
2016-01-12,533.23
2016-01-13,532.25
2016-01-14,531.22
2016-01-15,530.19
2016-01-16,529.13
2016-01-17,528.03
2016-01-18,526.89
2016-01-19,525.7
2016-01-20,524.45
2016-01-21,523.15
2016-01-22,521.83
2016-01-23,520.45
2016-01-24,519.04
2016-01-25,517.57
2016-01-26,515.94
2016-01-27,514.22
2016-01-28,512.44
2016-01-29,510.61
2016-01-30,508.7
2016-01-31,506.71
2016-02-01,504.67
2016-02-02,502.51
2016-02-03,500.33
2016-02-04,498.53
2016-02-05,496.88
2016-02-06,495.92
2016-02-07,495.05
2016-02-08,494.31
2016-02-09,494.22
2016-02-10,494.32
2016-02-11,494.44
2016-02-12,494.54
2016-02-13,494.59
2016-02-14,494.62
2016-02-15,494.68
2016-02-16,494.72
2016-02-17,494.73
2016-02-18,494.72
2016-02-19,494.78
2016-02-20,494.89
2016-02-21,494.99
2016-02-22,495.07
2016-02-23,495.05
2016-02-24,495.09
2016-02-25,495.23
2016-02-26,495.51
2016-02-27,495.59
2016-02-28,495.56
2016-02-29,495.51
2016-03-01,495.41
2016-03-02,495.09
2016-03-03,494.7
2016-03-04,494.61
2016-03-05,494.66
2016-03-06,494.71
2016-03-07,494.72
2016-03-08,494.61
2016-03-09,494.48
2016-03-10,494.56
2016-03-11,494.83
2016-03-12,495.48
2016-03-13,496.26
2016-03-14,496.98
2016-03-15,496.86
2016-03-16,495.22
2016-03-17,493.98
2016-03-18,494.27
2016-03-19,494.52
2016-03-20,494.66
2016-03-21,494.68
2016-03-22,494.18
2016-03-23,494.04
2016-03-24,494.21
2016-03-25,494.44
2016-03-26,494.68
2016-03-27,494.92
2016-03-28,495.13
2016-03-29,495.09
2016-03-30,494.72
2016-03-31,494.79
2016-04-01,495.71
2016-04-02,496.12
2016-04-03,496.17
2016-04-04,495.99
2016-04-05,495.68
2016-04-06,495.48
2016-04-07,495.33
2016-04-08,495.16
2016-04-09,495.07
2016-04-10,494.98
2016-04-11,494.9
2016-04-12,495.54
2016-04-13,496.56
2016-04-14,496.47
2016-04-15,495.93
2016-04-16,495.37
2016-04-17,494.71
2016-04-18,494.04
2016-04-19,494.31
2016-04-20,494.82
2016-04-21,495.07
2016-04-22,495.15
2016-04-23,495.28
2016-04-24,495.41
2016-04-25,495.53
2016-04-26,496.06
2016-04-27,496.88
2016-04-28,497.61
2016-04-29,498.07
2016-04-30,498.53
2016-05-01,499.21
2016-05-02,500.22
2016-05-03,500.48
2016-05-04,500.33
2016-05-05,499.9
2016-05-06,499.45
2016-05-07,499.16
2016-05-08,498.98
2016-05-09,498.75
2016-05-10,499.58
2016-05-11,502.05
2016-05-12,503.01
2016-05-13,507.83
2016-05-14,510.26
2016-05-15,510.28
2016-05-16,509.58
2016-05-17,508.6
2016-05-18,509.61
2016-05-19,511.63
2016-05-20,511.6
2016-05-21,510.86
2016-05-22,509.71
2016-05-23,508.29
2016-05-24,506.72
2016-05-25,505.14
2016-05-26,503.74
2016-05-27,505.32
2016-05-28,515.17
2016-05-29,520.2
2016-05-30,521.19
2016-05-31,521.16
2016-06-01,520.62
2016-06-02,519.94
2016-06-03,519.37
2016-06-04,518.69
2016-06-05,518.35
2016-06-06,518.14
2016-06-07,517.44
2016-06-08,516.41
2016-06-09,515.18
2016-06-10,513.8
2016-06-11,512.27
2016-06-12,510.63
2016-06-13,508.88
2016-06-14,507.06
2016-06-15,505.11
2016-06-16,503.06
2016-06-17,501.32
2016-06-18,500.18
2016-06-19,499.14
2016-06-20,498.18
2016-06-21,498.19
2016-06-22,498.51
2016-06-23,498.71
2016-06-24,498.85
2016-06-25,498.82
2016-06-26,498.72
2016-06-27,498.71
2016-06-28,498.72
2016-06-29,498.5
2016-06-30,498.21
2016-07-01,498.13
2016-07-02,498.26
2016-07-03,498.45
2016-07-04,498.96
2016-07-05,499.62
2016-07-06,499.46
2016-07-07,499.12
2016-07-08,498.99
2016-07-09,499.01
2016-07-10,498.73
2016-07-11,498.21
2016-07-12,497.87
2016-07-13,497.82
2016-07-14,497.88
2016-07-15,497.95
2016-07-16,497.99
2016-07-17,498.01
2016-07-18,497.99
2016-07-19,497.8
2016-07-20,497.59
2016-07-21,497.67
2016-07-22,497.83
2016-07-23,497.98
2016-07-24,498.01
2016-07-25,497.98
2016-07-26,497.79
2016-07-27,497.62
2016-07-28,497.52
2016-07-29,497.68
2016-07-30,497.95
2016-07-31,498.14
2016-08-01,498.26
2016-08-02,498.06
2016-08-03,497.76
2016-08-04,497.53
2016-08-05,497.52
2016-08-06,497.55
2016-08-07,497.57
2016-08-08,497.57
2016-08-09,497.41
2016-08-10,497.24
2016-08-11,497.3
2016-08-12,497.42
2016-08-13,497.53
2016-08-14,497.79
2016-08-15,501.31
2016-08-16,512.43
2016-08-17,516.74
2016-08-18,518.17
2016-08-19,518.44
2016-08-20,518.2
2016-08-21,517.65
2016-08-22,516.96
2016-08-23,516.46
2016-08-24,516.07
2016-08-25,515.41
2016-08-26,514.54
2016-08-27,512.97
2016-08-28,511.13
2016-08-29,509.2
2016-08-30,507.06
2016-08-31,504.8
2016-09-01,502.3
2016-09-02,499.98
2016-09-03,498.52
2016-09-04,497.54
2016-09-05,497.01
2016-09-06,496.83
2016-09-07,496.84
2016-09-08,496.98
2016-09-09,497.28
2016-09-10,497.4
2016-09-11,497.43
2016-09-12,497.42
2016-09-13,497.31
2016-09-14,497.16
2016-09-15,497.09
2016-09-16,497.04
2016-09-17,497.49
2016-09-18,499.43
2016-09-19,500.38
2016-09-20,500.08
2016-09-21,498.56
2016-09-22,496.97
2016-09-23,496.09
2016-09-24,496.21
2016-09-25,496.56
2016-09-26,496.77
2016-09-27,496.34
2016-09-28,495.76
2016-09-29,495.33
2016-09-30,495.0
2016-10-01,495.02
2016-10-02,495.13
2016-10-03,495.23
2016-10-04,495.17
2016-10-05,494.85
2016-10-06,494.54
2016-10-07,494.49
2016-10-08,494.57
2016-10-09,494.66
2016-10-10,494.75
2016-10-11,494.8
2016-10-12,494.65
2016-10-13,494.5
2016-10-14,494.45
2016-10-15,494.59
2016-10-16,494.79
2016-10-17,494.96
2016-10-18,494.85
2016-10-19,494.67
2016-10-20,494.66
2016-10-21,494.81
2016-10-22,495.27
2016-10-23,495.66
2016-10-24,495.9
2016-10-25,495.48
2016-10-26,494.53
2016-10-27,494.13
2016-10-28,494.16
2016-10-29,494.36
2016-10-30,494.58
2016-10-31,494.76
2016-11-01,494.8
2016-11-02,494.79
2016-11-03,494.76
2016-11-04,494.73
2016-11-05,494.68
2016-11-06,494.63
2016-11-07,494.59
2016-11-08,494.59
2016-11-09,494.62
2016-11-10,494.65
2016-11-11,494.66
2016-11-12,494.67
2016-11-13,494.67
2016-11-14,494.67
2016-11-15,494.66
2016-11-16,494.67
2016-11-17,494.67
2016-11-18,494.69
2016-11-19,494.78
2016-11-20,494.85
2016-11-21,494.9
2016-11-22,494.75
2016-11-23,494.6
2016-11-24,494.63
2016-11-25,494.68
2016-11-26,494.72
2016-11-27,494.75
2016-11-28,494.81
2016-11-29,494.98
2016-11-30,494.96
2016-12-01,494.85
2016-12-02,494.75
2016-12-03,494.73
2016-12-04,494.78
2016-12-05,494.83
2016-12-06,494.76
2016-12-07,494.59
2016-12-08,494.41
2016-12-09,494.37
2016-12-10,494.37
2016-12-11,494.36
2016-12-12,494.38
2016-12-13,494.44
2016-12-14,494.52
2016-12-15,494.59
2016-12-16,494.65
2016-12-17,494.74
2016-12-18,494.85
2016-12-19,494.9
2016-12-20,494.91
2016-12-21,494.73
2016-12-22,494.48
2016-12-23,494.41
2016-12-24,494.47
2016-12-25,494.57
2016-12-26,494.65
2016-12-27,494.72
2016-12-28,494.79
2016-12-29,494.82
2016-12-30,494.85
2016-12-31,494.87
2017-01-01,494.89
2017-01-02,494.92
2017-01-03,494.99
2017-01-04,494.97
2017-01-05,494.74
2017-01-06,494.48
2017-01-07,494.4
2017-01-08,494.39
2017-01-09,494.39
2017-01-10,494.38
2017-01-11,494.41
2017-01-12,494.46
2017-01-13,494.52
2017-01-14,494.61
2017-01-15,494.77
2017-01-16,494.98
2017-01-17,495.62
2017-01-18,496.34
2017-01-19,496.38
2017-01-20,496.26
2017-01-21,496.36
2017-01-22,496.55
2017-01-23,496.49
2017-01-24,495.91
2017-01-25,495.11
2017-01-26,494.57
2017-01-27,494.5
2017-01-28,494.57
2017-01-29,494.63
2017-01-30,494.64
2017-01-31,494.59
2017-02-01,494.51
2017-02-02,494.39
2017-02-03,494.37
2017-02-04,494.4
2017-02-05,494.52
2017-02-06,494.55
2017-02-07,494.41
2017-02-08,494.42
2017-02-09,494.53
2017-02-10,494.61
2017-02-11,494.62
2017-02-12,494.63
2017-02-13,494.62
2017-02-14,494.6
2017-02-15,494.6
2017-02-16,494.57
2017-02-17,494.55
2017-02-18,494.57
2017-02-19,494.63
2017-02-20,494.67
2017-02-21,494.72
2017-02-22,494.78
2017-02-23,494.82
2017-02-24,494.66
2017-02-25,494.61
2017-02-26,494.6
2017-02-27,494.59
2017-02-28,494.59
2017-03-01,494.65
2017-03-02,494.74
2017-03-03,494.83
2017-03-04,494.89
2017-03-05,494.9
2017-03-06,494.9
2017-03-07,494.94
2017-03-08,494.77
2017-03-09,494.65
2017-03-10,494.82
2017-03-11,495.6
2017-03-12,496.34
2017-03-13,496.88
2017-03-14,496.48
2017-03-15,495.76
2017-03-16,495.18
2017-03-17,494.67
2017-03-18,494.54
2017-03-19,494.48
2017-03-20,494.41
2017-03-21,494.42
2017-03-22,494.47
2017-03-23,494.49
2017-03-24,494.47
2017-03-25,495.29
2017-03-26,499.81
2017-03-27,502.91
2017-03-28,503.92
2017-03-29,504.01
2017-03-30,503.28
2017-03-31,502.02
2017-04-01,500.79
2017-04-02,499.34
2017-04-03,497.62
2017-04-04,496.22
2017-04-05,495.34
2017-04-06,496.22
2017-04-07,497.04
2017-04-08,496.77
2017-04-09,495.95
2017-04-10,494.9
2017-04-11,494.38
2017-04-12,494.41
2017-04-13,494.61
2017-04-14,494.76
2017-04-15,494.83
2017-04-16,494.83
2017-04-17,494.85
2017-04-18,494.87
2017-04-19,494.89
2017-04-20,494.92
2017-04-21,495.13
2017-04-22,497.28
2017-04-23,503.2
2017-04-24,506.73
2017-04-25,507.47
2017-04-26,507.23
2017-04-27,511.23
2017-04-28,516.47
2017-04-29,524.27
2017-04-30,553.31
2017-05-01,566.29
2017-05-02,567.88
2017-05-03,568.22
2017-05-04,568.63
2017-05-05,570.3
2017-05-06,570.76
2017-05-07,570.58
2017-05-08,570.25
2017-05-09,569.87
2017-05-10,569.41
2017-05-11,568.93
2017-05-12,568.57
2017-05-13,568.35
2017-05-14,568.0
2017-05-15,567.58
2017-05-16,567.1
2017-05-17,566.62
2017-05-18,566.13
2017-05-19,565.63
2017-05-20,565.34
2017-05-21,565.09
2017-05-22,564.7
2017-05-23,564.24
2017-05-24,563.73
2017-05-25,563.21
2017-05-26,562.62
2017-05-27,562.07
2017-05-28,561.9
2017-05-29,561.89
2017-05-30,561.66
2017-05-31,561.21
2017-06-01,560.7
2017-06-02,560.12
2017-06-03,559.52
2017-06-04,558.94
2017-06-05,558.52
2017-06-06,558.13
2017-06-07,557.45
2017-06-08,556.77
2017-06-09,556.06
2017-06-10,555.36
2017-06-11,555.04
2017-06-12,554.85
2017-06-13,554.71
2017-06-14,554.61
2017-06-15,554.43
2017-06-16,553.86
2017-06-17,553.08
2017-06-18,552.33
2017-06-19,551.58
2017-06-20,550.74
2017-06-21,549.88
2017-06-22,549.0
2017-06-23,548.11
2017-06-24,547.2
2017-06-25,546.28
2017-06-26,545.35
2017-06-27,544.41
2017-06-28,543.41
2017-06-29,542.4
2017-06-30,541.42
2017-07-01,540.37
2017-07-02,539.32
2017-07-03,538.27
2017-07-04,537.22
2017-07-05,536.15
2017-07-06,535.41
2017-07-07,534.1
2017-07-08,533.23
2017-07-09,532.11
2017-07-10,530.94
2017-07-11,529.72
2017-07-12,528.45
2017-07-13,527.16
2017-07-14,525.98
2017-07-15,525.02
2017-07-16,523.88
2017-07-17,522.57
2017-07-18,521.19
2017-07-19,519.75
2017-07-20,518.25
2017-07-21,516.61
2017-07-22,514.89
2017-07-23,513.11
2017-07-24,511.25
2017-07-25,509.31
2017-07-26,507.3
2017-07-27,505.28
2017-07-28,503.57
2017-07-29,502.2
2017-07-30,500.87
2017-07-31,499.54
2017-08-01,498.54
2017-08-02,497.93
2017-08-03,497.74
2017-08-04,497.78
2017-08-05,497.86
2017-08-06,498.16
2017-08-07,498.4
2017-08-08,498.27
2017-08-09,498.03
2017-08-10,497.8
2017-08-11,497.92
2017-08-12,498.21
2017-08-13,498.47
2017-08-14,498.63
2017-08-15,498.32
2017-08-16,497.9
2017-08-17,497.95
2017-08-18,497.88
2017-08-19,497.98
2017-08-20,498.2
2017-08-21,498.33
2017-08-22,498.21
2017-08-23,498.01
2017-08-24,497.79
2017-08-25,497.7
2017-08-26,497.73
2017-08-27,497.78
2017-08-28,497.79
2017-08-29,497.57
2017-08-30,497.42
2017-08-31,497.39
2017-09-01,497.39
2017-09-02,497.43
2017-09-03,497.47
2017-09-04,497.5
2017-09-05,497.54
2017-09-06,497.51
2017-09-07,497.45
2017-09-08,497.45
2017-09-09,497.48
2017-09-10,497.49
2017-09-11,497.5
2017-09-12,497.5
2017-09-13,497.5
2017-09-14,497.51
2017-09-15,497.5
2017-09-16,497.43
2017-09-17,497.33
2017-09-18,497.23
2017-09-19,497.13
2017-09-20,497.03
2017-09-21,496.92
2017-09-22,496.82
2017-09-23,496.71
2017-09-24,496.59
2017-09-25,496.47
2017-09-26,496.34
2017-09-27,496.22
2017-09-28,496.08
2017-09-29,495.93
2017-09-30,495.78
2017-10-01,495.63
2017-10-02,495.48
2017-10-03,495.41
2017-10-04,495.37
2017-10-05,495.33
2017-10-06,495.29
2017-10-07,495.25
2017-10-08,495.21
2017-10-09,495.17
2017-10-10,495.13
2017-10-11,495.09
2017-10-12,495.04
2017-10-13,495.09
2017-10-14,495.09
2017-10-15,495.06
2017-10-16,495.04
2017-10-17,494.99
2017-10-18,494.94
2017-10-19,494.89
2017-10-20,494.91
2017-10-21,494.96
2017-10-22,495.05
2017-10-23,495.16
2017-10-24,495.08
2017-10-25,494.94
2017-10-26,494.8
2017-10-27,494.79
2017-10-28,494.81
2017-10-29,494.83
2017-10-30,494.84
2017-10-31,494.85
2017-11-01,494.87
2017-11-02,494.91
2017-11-03,495.14
2017-11-04,495.22
2017-11-05,495.23
2017-11-06,495.25
2017-11-07,495.15
2017-11-08,495.04
2017-11-09,495.08
2017-11-10,495.06
2017-11-11,495.02
2017-11-12,494.97
2017-11-13,494.92
2017-11-14,494.91
2017-11-15,494.96
2017-11-16,495.03
2017-11-17,495.07
2017-11-18,495.14
2017-11-19,495.21
2017-11-20,495.23
2017-11-21,495.23
2017-11-22,495.2
2017-11-23,495.09
2017-11-24,494.97
2017-11-25,494.87
2017-11-26,494.79
2017-11-27,494.73
2017-11-28,494.75
2017-11-29,494.8
2017-11-30,494.89
2017-12-01,495.03
2017-12-02,495.11
2017-12-03,495.18
2017-12-04,495.22
2017-12-05,495.25
2017-12-06,495.2
2017-12-07,495.1
2017-12-08,495.01
2017-12-09,494.95
2017-12-10,494.88
2017-12-11,494.84
2017-12-12,494.83
2017-12-13,494.82
2017-12-14,494.82
2017-12-15,494.81
2017-12-16,494.82
2017-12-17,494.83
2017-12-18,494.86
2017-12-19,494.88
2017-12-20,494.9
2017-12-21,494.91
2017-12-22,494.93
2017-12-23,495.13
2017-12-24,495.32
2017-12-25,495.47
2017-12-26,495.58
2017-12-27,495.54
2017-12-28,495.41
2017-12-29,495.27
2017-12-30,495.26
2017-12-31,495.28
2018-01-01,495.29
2018-01-02,495.26
2018-01-03,495.18
2018-01-04,495.09
2018-01-05,495.0
2018-01-06,494.97
2018-01-07,494.95
2018-01-08,494.97
2018-01-09,495.01
2018-01-10,495.07
2018-01-11,495.13
2018-01-12,495.33
2018-01-13,495.26
2018-01-14,495.15
2018-01-15,495.05
2018-01-16,494.95
2018-01-17,494.91
2018-01-18,494.92
2018-01-19,494.93
2018-01-20,494.94
2018-01-21,494.95
2018-01-22,495.0
2018-01-23,495.1
2018-01-24,495.18
2018-01-25,495.26
2018-01-26,495.24
2018-01-27,495.14
2018-01-28,495.02
2018-01-29,494.9
2018-01-30,494.87
2018-01-31,494.87
2018-02-01,494.88
2018-02-02,494.87
2018-02-03,494.87
2018-02-04,494.88
2018-02-05,494.89
2018-02-06,494.9
2018-02-07,494.93
2018-02-08,494.93
2018-02-09,494.94
2018-02-10,494.95
2018-02-11,494.97
2018-02-12,494.98
2018-02-13,494.97
2018-02-14,494.96
2018-02-15,494.97
2018-02-16,495.03
