Metric,LS-NDWI,LS-MNDWI,LS-AWEIsh
RMSE,464.33833692120646,170.45627819188383,200.89467008711165
R_squared,0.0029023987656516077,0.5016413008341981,0.3237388699088546
MAE,351.02522534999997,155.79494564285716,181.95867532142856
PBIAS,24.266912683908398,10.770343751620269,12.579082547990863
