Metric,LS-NDWI,LS-MNDWI,LS-AWEIsh
RMSE,496.01664377525094,208.2941684525028,238.42851496605886
R_squared,0.0031339853115129154,0.5156792585547144,0.3342426004976445
MAE,392.07343963571424,196.8431599285714,223.0068896071429
PBIAS,26.356707588738555,13.23256584761541,14.99139392127841
