Metric,LS-NDWI,LS-MNDWI,LS-DSWE,LS-AWEInsh,LS-AWEIsh
RMSE,1246.4746766542191,1021.4884266361485,1340.6381775166767,1563.2106171951687,1110.5367115557501
R_squared,0.979973988693339,0.9773649358475407,0.9528421857274879,0.948983040548814,0.9870860960240221
MAE,1125.1889223153134,888.2065990943818,1059.842199873453,1314.9497018889565,1023.1968249664759
PBIAS,10.847030414788174,8.223751888843562,10.217075860689791,12.676359611643178,9.863807633200164
